i0:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag1:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag2:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag3:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag4:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag5:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag6:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag7:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag8:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
mag9:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
o0:0.220194,-0.000319797,0,0.0018139,0.107734,0,0,1.46558e-211,0.674987,
